Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Global_Sales_Iva
Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.06,0.0,0.0,0.0,0.06,0.0072
Mega Minis Volume 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.06,0.0072
Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,0.0072
Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,0.0072
Unchained Blades,PSP,2011.0,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,0.0072
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Di-Gata Defenders,DS,2008.0,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06,0.0072
Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,0.0072
Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Warhammer: Battle For Atluma,PSP,2006.0,Action,Namco Bandai Games,0.05,0.0,0.0,0.01,0.06,0.0072
Sudoku Ball Detective,DS,2009.0,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06,0.0072
LEGO Bionicle,GBA,2001.0,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06,0.0072
Power Shovel,PS,2000.0,Action,JVC,0.03,0.02,0.0,0.0,0.06,0.0072
Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06,0.0072
Generator Rex: Agent of Providence,X360,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,0.0072
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995.0,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06,0.0072
Spy Games: Elevator Mission,Wii,2007.0,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06,0.0072
Strike Force Bowling,GC,2005.0,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,0.0072
Song of the Deep,PS4,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,0.0072
Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,0.0072
Atelier Iris 2: The Azoth Of Destiny,PS2,2005.0,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,0.0072
There,PS,2002.0,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06,0.0072
Atari's Greatest Hits: Volume 2,DS,2011.0,Misc,Atari,0.06,0.0,0.0,0.0,0.06,0.0072
Chuck E. Cheese's Playhouse,DS,2010.0,Misc,UFO Interactive,0.06,0.0,0.0,0.0,0.06,0.0072
Tokimeki no Houkago,PS,1998.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0072
Championship Surfer,PS,2000.0,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,0.0072
Unreal Tournament III,PC,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,0.0072
Monster Garage,XB,2004.0,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06,0.0072
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
The Next BIG Thing,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,0.0072
Tecmo Classic Arcade,XB,2005.0,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06,0.0072
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005.0,Misc,Sega,0.04,0.02,0.0,0.0,0.06,0.0072
Valentino Rossi: The Game,PS4,2016.0,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.06,0.0072
Monkey Island: Special Edition Collection,X360,2011.0,Adventure,Activision,0.0,0.05,0.0,0.01,0.06,0.0072
Mad Maestro!,PS2,2001.0,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,0.0072
A-Train: City Simulator,3DS,2014.0,Simulation,ArtDink,0.0,0.0,0.06,0.0,0.06,0.0072
Densha De Go! 3 Tsuukinhen,PS2,2001.0,Simulation,Taito,0.0,0.0,0.06,0.0,0.06,0.0072
Biker Mice From Mars,PS2,2006.0,Racing,Game Factory,0.03,0.02,0.0,0.01,0.06,0.0072
Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,0.0072
Paws & Claws: Pampered Pets 2,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,0.0072
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006.0,Misc,Daito,0.0,0.0,0.06,0.0,0.06,0.0072
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013.0,Shooter,Activision,0.0,0.06,0.0,0.0,0.06,0.0072
Pro Evolution Soccer 2017,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.06,0.0072
Giants: Citizen Kabuto,PS2,2001.0,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,0.0072
Steins;Gate,X360,2009.0,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,0.0072
A New Beginning,PC,2010.0,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06,0.0072
MotoGP 10/11,X360,2011.0,Racing,Capcom,0.0,0.05,0.0,0.01,0.06,0.0072
Alone in the Dark,PS2,2008.0,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,0.0072
Guilty Gear XX Accent Core Plus,PS2,2008.0,Fighting,PQube,0.03,0.02,0.0,0.01,0.06,0.0072
Muppets Party Cruise,PS2,2003.0,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,0.0072
Higurashi Daybreak Portable,PSP,2008.0,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06,0.0072
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Shonen Jump's One Piece: Grand Battle,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,0.0072
Barbie Horse Adventures: Wild Horse Rescue,XB,2003.0,Sports,Vivendi Games,0.05,0.01,0.0,0.0,0.06,0.0072
Winx Club: Quest for the Codex,DS,2006.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,0.0072
Blast Lacrosse,PS,2001.0,Sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,0.0072
Devil's Third,WiiU,2015.0,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,0.0072
DreamWorks Super Star Kartz,X360,2011.0,Racing,Activision,0.05,0.01,0.0,0.0,0.06,0.0072
Arkanoid DS,DS,2007.0,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,0.0072
Kikou Heidan J-Phoenix,PS2,2001.0,Action,Takara,0.0,0.0,0.06,0.0,0.06,0.0072
Backyard NFL Football '10,PS2,2009.0,Sports,Atari,0.03,0.02,0.0,0.01,0.06,0.0072
Barbie and Her Sisters Puppy Rescue,Wii,2015.0,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.06,0.0072
Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06,0.0072
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005.0,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,0.0072
Bubble Bobble: Old & New,GBA,2002.0,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06,0.0072
Puzzler Collection,Wii,2008.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,0.0072
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010.0,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,0.0072
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012.0,Action,Sega,0.0,0.0,0.06,0.0,0.06,0.0072
Akai Katana Shin,X360,2011.0,Shooter,Cave,0.04,0.0,0.01,0.0,0.06,0.0072
Kekkon: Marriage,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06,0.0072
Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.06,0.0072
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011.0,Action,Alchemist,0.0,0.0,0.06,0.0,0.06,0.0072
KimiKiss,PS2,2006.0,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,0.0072
Cold Fear,XB,2005.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,0.0072
World Cup of Pool,DS,2009.0,Sports,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,0.0072
Chevrolet Camaro: Wild Ride,Wii,2010.0,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06,0.0072
Imagine: Cheerleader,DS,2009.0,Simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06,0.0072
Risen 3: Titan Lords,PS4,2015.0,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06,0.0072
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,0.0072
Busy Scissors,DS,2010.0,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06,0.0072
Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,0.0072
Shining Force Feather,DS,2009.0,Strategy,Sega,0.0,0.0,0.06,0.0,0.06,0.0072
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009.0,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,0.0072
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011.0,Sports,Tecmo Koei,0.0,0.05,0.0,0.01,0.06,0.0072
Disney's Kim Possible: Global Gemini,DS,2007.0,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06,0.0072
Big Bang Mini,DS,2009.0,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,0.0072
Cocoto Kart Racer,Wii,2008.0,Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,0.0072
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,0.0072
The Great Escape,XB,2003.0,Action,SCi,0.05,0.01,0.0,0.0,0.06,0.0072
Coded Arms: Contagion,PSP,2007.0,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06,0.0072
X-Men: Destiny,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,0.0072
Metal Gear Solid: Social Ops,PS2,2002.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,0.0072
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006.0,Misc,TDK Core,0.0,0.0,0.06,0.0,0.06,0.0072
Kurupoto Cool Cool Stars,DS,2007.0,Action,Starfish,0.06,0.0,0.0,0.0,0.06,0.0072
The Witcher,PC,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,0.0072
PenPen TriIceLon,DC,1998.0,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06,0.0072
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0072
Grey's Anatomy: The Video Game,Wii,2009.0,Adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06,0.0072
Salt Lake 2002,GBA,2002.0,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06,0.0072
Dreamer Series: Zoo Keeper,DS,2010.0,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06,0.0072
Warriors of the Lost Empire,PSP,2007.0,Role-Playing,Mercury Games,0.05,0.0,0.0,0.01,0.06,0.0072
Vexx,GC,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,0.0072
Crazy Chicken Tales,Wii,2009.0,Action,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,0.0072
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Batman: Rise of Sin Tzu,GC,2003.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,0.0072
Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,0.0072
Winter Sports 2: The Next Challenge,DS,2008.0,Sports,RTL,0.04,0.02,0.0,0.01,0.06,0.0072
Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06,0.0072
World Series of Poker 2008: Battle for the Bracelets,DS,2007.0,Misc,Activision,0.05,0.0,0.0,0.0,0.06,0.0072
Playmobil Knights,DS,2009.0,Action,Mindscape,0.04,0.01,0.0,0.0,0.06,0.0072
Disney Sports Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,0.0072
DropCast,DS,2008.0,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06,0.0072
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Inversion,X360,2012.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,0.0072
Summon Night 2,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Chou Soujuu Mecha MG,DS,,Simulation,,0.0,0.0,0.06,0.0,0.06,0.0072
Odin Sphere: Leifthrasir,PS3,2016.0,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06,0.0072
Pro Evolution Soccer 2012,PS2,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0072
Terminator 3: The Redemption,XB,2004.0,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,0.0072
Alvin and the Chipmunks,Wii,2007.0,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,0.0072
EverQuest II: Destiny of Velious,PC,2011.0,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06,0.0072
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Neon Genesis Evangelion,N64,1999.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Serious Sam II,XB,2005.0,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,0.0072
Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06,0.0072
ICO,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,0.0072
Flipnic: Ultimate Pinball,PS2,2003.0,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,0.0072
Eigo de Tabisuru: Little Charo,DS,2011.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,0.0072
NBA Hangtime,PS,1996.0,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06,0.0072
Cabela's Big Game Hunter (2008),X360,2007.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,0.0072
My Fitness Coach: Club,Wii,2011.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,0.0072
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,0.0072
Top Gear Hyper-Bike,N64,1999.0,Racing,Kemco,0.05,0.01,0.0,0.0,0.06,0.0072
Brunswick Circuit Pro Bowling,N64,1999.0,Sports,THQ,0.05,0.01,0.0,0.0,0.06,0.0072
Olympic Hockey 98,N64,1998.0,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,0.0072
CyberTiger,N64,2000.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,0.0072
Penny Racers,N64,1998.0,Racing,THQ,0.05,0.01,0.0,0.0,0.06,0.0072
S.C.A.R.S,N64,1998.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,0.0072
Virtual Chess 64,N64,1998.0,Misc,Titus,0.05,0.01,0.0,0.0,0.06,0.0072
Marvel Super Heroes,SAT,1997.0,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,0.0072
Mike Piazza's Strike Zone,N64,1998.0,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,0.0072
Bust-A-Move '99,N64,1998.0,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,0.0072
Star Soldier: Vanishing Earth,N64,1998.0,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0,0.06,0.0072
Polaris SnoCross,N64,2000.0,Racing,Vatical Entertainment,0.05,0.01,0.0,0.0,0.06,0.0072
Worms Blast,GC,2002.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,0.0072
Prinny: Can I Really Be The Hero? (US sales),PSP,,Action,,0.06,0.0,0.0,0.0,0.06,0.0072
The Legend of Heroes VII: The Trail of Blue,PSV,2014.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.06,0.0,0.06,0.0072
BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.06,0.0072
Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
IHRA Professional Drag Racing 2005,XB,2004.0,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,0.0072
Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06,0.0072
Destiny: The Collection,PS4,2016.0,Shooter,Activision,0.01,0.04,0.0,0.01,0.06,0.0072
Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.01,0.0,0.01,0.06,0.0072
Showtime Championship Boxing,DS,2007.0,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,0.0072
Syndicate,PC,1992.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,0.0072
Digimon All-Star Rumble,X360,2014.0,Fighting,Namco Bandai Games,0.04,0.01,0.0,0.01,0.06,0.0072
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007.0,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06,0.0072
I Love Beauty: Hollywood Makeover,DS,2009.0,Misc,City Interactive,0.06,0.0,0.0,0.0,0.06,0.0072
Power Pro Success Legends,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,0.0072
Combat Elite: WWII Paratroopers,PS2,,Shooter,Unknown,0.03,0.02,0.0,0.01,0.06,0.0072
Rock Blast,DS,2008.0,Puzzle,UFO Interactive,0.06,0.0,0.0,0.0,0.06,0.0072
Pheasants Forever Wingshooter,Wii,2010.0,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06,0.0072
Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,0.0072
Killer Loop,PS,1999.0,Racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06,0.0072
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,0.0072
Xiaolin Showdown,PSP,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,0.0072
Worldwide Soccer,SAT,1994.0,Sports,Sega,0.0,0.0,0.06,0.0,0.06,0.0072
Toriko: Gourmet Battle!,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,0.0072
Zoo Tycoon: Complete Collection,PC,2003.0,Strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06,0.0072
Little League World Series Baseball 2008,DS,2008.0,Sports,Activision,0.06,0.0,0.0,0.0,0.06,0.0072
Commandos: Strike Force,PS2,2006.0,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,0.0072
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,0.0072
Darksiders II,XOne,2015.0,Action,Nordic Games,0.03,0.02,0.0,0.01,0.06,0.0072
Rapala Pro Fishing,GBA,2004.0,Sports,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,0.0072
Create,PC,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,0.0072
Guilty Gear X: Advance Edition,GBA,2002.0,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06,0.0072
Impossible Mission,PSP,2007.0,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.02,0.06,0.0072
Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,0.0072
Fate/Tiger Colosseum Upper,PSP,2008.0,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,0.0072
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009.0,Misc,Rocket Company,0.0,0.0,0.06,0.0,0.06,0.0072
Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,0.06,0.0,0.0,0.0,0.06,0.0072
Theresia...,DS,2008.0,Adventure,Arc System Works,0.06,0.0,0.0,0.0,0.06,0.0072
Pop Cutie! Street Fashion Simulation,DS,2008.0,Simulation,Tecmo Koei,0.06,0.0,0.0,0.0,0.06,0.0072
Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,0.06,0.0072
JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,0.0072
Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.06,0.0072
Ford Racing 3,GBA,2005.0,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,0.0072
Genkai Tokki: Moero Crystal,PSV,2015.0,Role-Playing,Compile Heart,0.0,0.0,0.06,0.0,0.06,0.0072
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006.0,Misc,Irem Software Engineering,0.0,0.0,0.06,0.0,0.06,0.0072
Disney Planes Fire & Rescue,Wii,2014.0,Action,Disney Interactive Studios,0.0,0.05,0.0,0.0,0.06,0.0072
Attack on Titan (KOEI),PS3,2016.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0.0072
Satisfashion,DS,2010.0,Misc,Destineer,0.06,0.0,0.0,0.0,0.06,0.0072
World Soccer Winning Eleven 9 (US sales),PSP,2005.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,0.0072
Winning Post 4 Maximum,PS2,2000.0,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0.0072
Oddworld: Munch's Oddysee,GBA,2003.0,Platform,THQ,0.04,0.02,0.0,0.0,0.06,0.0072
Match 3 Madness,DS,2010.0,Puzzle,Foreign Media Games,0.0,0.05,0.0,0.01,0.06,0.0072
Exhibition Volume 5,XB,2004.0,Misc,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.06,0.0072
Record of Lodoss War: Eiyuu Sensou,SCD,1994.0,Role-Playing,Sega,0.0,0.0,0.06,0.0,0.06,0.0072
DuckTales: Remastered,WiiU,2013.0,Action,Capcom,0.05,0.0,0.0,0.0,0.06,0.0072
LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,0.0072
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,0.0072
Starry ? Sky: In Summer,PSP,2010.0,Misc,Asgard,0.0,0.0,0.06,0.0,0.06,0.0072
Imagine: Resort Owner,DS,2010.0,Strategy,Ubisoft,0.05,0.0,0.0,0.0,0.06,0.0072
Pro Yakyuu Netsu Star 2007,PS2,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Klonoa Beach Volleyball,PS,2002.0,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.06,0.0072
Melty Blood: Actress Again,PS2,2009.0,Fighting,Ecole,0.0,0.0,0.06,0.0,0.06,0.0072
TrackMania Turbo,XOne,2016.0,Action,Ubisoft,0.02,0.03,0.0,0.0,0.06,0.0072
Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,0.0072
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,0.0072
Centipede: Infestation,Wii,2011.0,Shooter,Atari,0.06,0.0,0.0,0.0,0.06,0.0072
Mercury Meltdown,PSP,2006.0,Action,Atari,0.05,0.01,0.0,0.01,0.06,0.0072
SingStar Mallorca Party,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.02,0.06,0.0072
3D Lemmings,PS,1995.0,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06,0.0072
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005.0,Action,D3Publisher,0.04,0.02,0.0,0.0,0.06,0.0072
FIFA Soccer 07,DS,2006.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,0.0072
Resident Evil - Code: Veronica X,GC,2003.0,Action,Capcom,0.05,0.01,0.0,0.0,0.06,0.0072
Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06,0.0072
Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.06,0.0072
Summon Night 6: Lost Borders,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995.0,Adventure,Yumedia,0.0,0.0,0.06,0.0,0.06,0.0072
Kelly Slater's Pro Surfer,GC,2002.0,Sports,Activision,0.05,0.01,0.0,0.0,0.06,0.0072
Jacqueline Wilson's Tracy Beaker: The Game,DS,2009.0,Misc,P2 Games,0.0,0.05,0.0,0.0,0.06,0.0072
Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.03,0.0,0.01,0.06,0.0072
I Am In The Movie,PSP,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,0.0072
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015.0,Action,FuRyu,0.0,0.0,0.06,0.0,0.06,0.0072
